doc_ID,date,sentence_id,context,detect_evidence_response,type_of_evidence_response,source_of_evidence_response,evidence_frame_response,associated_emotion_response,detect_source_response,journalist_question_response,country_source_response
202003301q,2020-03-30,241,"Les stratégies de test peuvent être différentes, O. ? Puis là, pour être en mesure de répondre à votre question puis de le prouver, il faudrait que j'aie exactement la stratégie de test qui est utilisée sur le terrain, pas nécessairement ce qui est publié sur le Web, parce qu'il y a des informations qui ne sont pas toujours nécessairement faciles à obtenir. On fait beaucoup plus de tests maintenant. On a dépassé de beaucoup l'Ontario pour une population qui est deux fois plus que nous, sinon plus. Donc, en augmentant de façon significative le nombre de tests qu'on fait, on détecte les cas qui sont des cas souvent moins sévères parce qu'on en fait plus.",non,,,,,non,non,
202003301q,2020-03-30,242,"Puis là, pour être en mesure de répondre à votre question puis de le prouver, il faudrait que j'aie exactement la stratégie de test qui est utilisée sur le terrain, pas nécessairement ce qui est publié sur le Web, parce qu'il y a des informations qui ne sont pas toujours nécessairement faciles à obtenir. On fait beaucoup plus de tests maintenant. On a dépassé de beaucoup l'Ontario pour une population qui est deux fois plus que nous, sinon plus. Donc, en augmentant de façon significative le nombre de tests qu'on fait, on détecte les cas qui sont des cas souvent moins sévères parce qu'on en fait plus. Dès que les gens ont un peu de symptômes, on en fait plus.",non,,,,,non,non,
202003301q,2020-03-30,243,"On fait beaucoup plus de tests maintenant. On a dépassé de beaucoup l'Ontario pour une population qui est deux fois plus que nous, sinon plus. Donc, en augmentant de façon significative le nombre de tests qu'on fait, on détecte les cas qui sont des cas souvent moins sévères parce qu'on en fait plus. Dès que les gens ont un peu de symptômes, on en fait plus. Ce qu'il faut comparer, ce sont nos taux d'hospitalisation puis est-ce qu'on a des cas sévères, parce que dans les faits, il n'y a aucun pays, à part ceux qui ont eu des quantités monumentales, qui vont tester tout le monde.",non,,,,,non,non,
202003301q,2020-03-30,244,"On a dépassé de beaucoup l'Ontario pour une population qui est deux fois plus que nous, sinon plus. Donc, en augmentant de façon significative le nombre de tests qu'on fait, on détecte les cas qui sont des cas souvent moins sévères parce qu'on en fait plus. Dès que les gens ont un peu de symptômes, on en fait plus. Ce qu'il faut comparer, ce sont nos taux d'hospitalisation puis est-ce qu'on a des cas sévères, parce que dans les faits, il n'y a aucun pays, à part ceux qui ont eu des quantités monumentales, qui vont tester tout le monde. Un, il faut commencer à avoir des symptômes.",non,,,,,non,non,
202003301q,2020-03-30,245,"Donc, en augmentant de façon significative le nombre de tests qu'on fait, on détecte les cas qui sont des cas souvent moins sévères parce qu'on en fait plus. Dès que les gens ont un peu de symptômes, on en fait plus. Ce qu'il faut comparer, ce sont nos taux d'hospitalisation puis est-ce qu'on a des cas sévères, parce que dans les faits, il n'y a aucun pays, à part ceux qui ont eu des quantités monumentales, qui vont tester tout le monde. Un, il faut commencer à avoir des symptômes. Là, c'est sûr, plus on va avancer dans la saison, moins il va y avoir de rhumes, de grippes associées à l'influenza, plus ça va être probablement du coronavirus.",non,,,,,non,non,
202003301q,2020-03-30,246,"Dès que les gens ont un peu de symptômes, on en fait plus. Ce qu'il faut comparer, ce sont nos taux d'hospitalisation puis est-ce qu'on a des cas sévères, parce que dans les faits, il n'y a aucun pays, à part ceux qui ont eu des quantités monumentales, qui vont tester tout le monde. Un, il faut commencer à avoir des symptômes. Là, c'est sûr, plus on va avancer dans la saison, moins il va y avoir de rhumes, de grippes associées à l'influenza, plus ça va être probablement du coronavirus. Donc, c'est vrai qu'en nombre absolu, on a plus de cas.",non,,,,,non,non,
202003301q,2020-03-30,247,"Ce qu'il faut comparer, ce sont nos taux d'hospitalisation puis est-ce qu'on a des cas sévères, parce que dans les faits, il n'y a aucun pays, à part ceux qui ont eu des quantités monumentales, qui vont tester tout le monde. Un, il faut commencer à avoir des symptômes. Là, c'est sûr, plus on va avancer dans la saison, moins il va y avoir de rhumes, de grippes associées à l'influenza, plus ça va être probablement du coronavirus. Donc, c'est vrai qu'en nombre absolu, on a plus de cas. Il faut comparer maintenant avec les nombres par taux puis, en plus, il faut comprendre est-ce que leur stratégie est allée chercher tous les.",non,,,,,non,non,
202003301q,2020-03-30,248,"Un, il faut commencer à avoir des symptômes. Là, c'est sûr, plus on va avancer dans la saison, moins il va y avoir de rhumes, de grippes associées à l'influenza, plus ça va être probablement du coronavirus. Donc, c'est vrai qu'en nombre absolu, on a plus de cas. Il faut comparer maintenant avec les nombres par taux puis, en plus, il faut comprendre est-ce que leur stratégie est allée chercher tous les. Il y a probablement, là, comme je vous le dis, c'est des hypothèses, ce n'est pas rien que moi qui le fais",non,,,,,non,non,
202003301q,2020-03-30,249,"Là, c'est sûr, plus on va avancer dans la saison, moins il va y avoir de rhumes, de grippes associées à l'influenza, plus ça va être probablement du coronavirus. Donc, c'est vrai qu'en nombre absolu, on a plus de cas. Il faut comparer maintenant avec les nombres par taux puis, en plus, il faut comprendre est-ce que leur stratégie est allée chercher tous les. Il y a probablement, là, comme je vous le dis, c'est des hypothèses, ce n'est pas rien que moi qui le fais , c'est analysé aussi avec des experts, il y a probablement des gens, qui auraient été testés avec notre stratégie, actuellement, en Ontario, qui ne le sont pas.",non,,,,,non,non,
202003301q,2020-03-30,250,"Donc, c'est vrai qu'en nombre absolu, on a plus de cas. Il faut comparer maintenant avec les nombres par taux puis, en plus, il faut comprendre est-ce que leur stratégie est allée chercher tous les. Il y a probablement, là, comme je vous le dis, c'est des hypothèses, ce n'est pas rien que moi qui le fais , c'est analysé aussi avec des experts, il y a probablement des gens, qui auraient été testés avec notre stratégie, actuellement, en Ontario, qui ne le sont pas. Le Modérateur : Une sous-question?     Mme Sioui (Marie-Michèle) : Oui.",non,,,,,non,oui,
202003301q,2020-03-30,251,"Il faut comparer maintenant avec les nombres par taux puis, en plus, il faut comprendre est-ce que leur stratégie est allée chercher tous les. Il y a probablement, là, comme je vous le dis, c'est des hypothèses, ce n'est pas rien que moi qui le fais , c'est analysé aussi avec des experts, il y a probablement des gens, qui auraient été testés avec notre stratégie, actuellement, en Ontario, qui ne le sont pas. Le Modérateur : Une sous-question?     Mme Sioui (Marie-Michèle) : Oui. Legault",non,,,,,non,oui,
202003301q,2020-03-30,252,"Il y a probablement, là, comme je vous le dis, c'est des hypothèses, ce n'est pas rien que moi qui le fais , c'est analysé aussi avec des experts, il y a probablement des gens, qui auraient été testés avec notre stratégie, actuellement, en Ontario, qui ne le sont pas. Le Modérateur : Une sous-question?     Mme Sioui (Marie-Michèle) : Oui. Legault , quelle est votre stratégie pour rejoindre les communautés culturelles?",non,,,,,non,oui,
202003301q,2020-03-30,253,", c'est analysé aussi avec des experts, il y a probablement des gens, qui auraient été testés avec notre stratégie, actuellement, en Ontario, qui ne le sont pas. Le Modérateur : Une sous-question?     Mme Sioui (Marie-Michèle) : Oui. Legault , quelle est votre stratégie pour rejoindre les communautés culturelles? Vous vous êtes auparavant appuyé sur vos collègues du Parti libéral pour les rejoindre.",non,,,,,non,oui,
202003301q,2020-03-30,254,"Le Modérateur : Une sous-question?     Mme Sioui (Marie-Michèle) : Oui. Legault , quelle est votre stratégie pour rejoindre les communautés culturelles? Vous vous êtes auparavant appuyé sur vos collègues du Parti libéral pour les rejoindre. Est-ce que vous allez répéter l'expérience ou avez-vous songé à de nouvelles stratégies?",non,,,,,non,oui,
202003301q,2020-03-30,255,"Legault , quelle est votre stratégie pour rejoindre les communautés culturelles? Vous vous êtes auparavant appuyé sur vos collègues du Parti libéral pour les rejoindre. Est-ce que vous allez répéter l'expérience ou avez-vous songé à de nouvelles stratégies? M. Legault : Bien, d'abord, il y a des consignes qui sont données dans plusieurs langues à Montréal.",non,,,,,non,oui,
202003301q,2020-03-30,256,", quelle est votre stratégie pour rejoindre les communautés culturelles? Vous vous êtes auparavant appuyé sur vos collègues du Parti libéral pour les rejoindre. Est-ce que vous allez répéter l'expérience ou avez-vous songé à de nouvelles stratégies? M. Legault : Bien, d'abord, il y a des consignes qui sont données dans plusieurs langues à Montréal. Bon, on sait qu'il y a certaines communautés qui sont plus touchées, par exemple, la communauté juive.",non,,,,,non,non,
202003301q,2020-03-30,257,"Vous vous êtes auparavant appuyé sur vos collègues du Parti libéral pour les rejoindre. Est-ce que vous allez répéter l'expérience ou avez-vous songé à de nouvelles stratégies? M. Legault : Bien, d'abord, il y a des consignes qui sont données dans plusieurs langues à Montréal. Bon, on sait qu'il y a certaines communautés qui sont plus touchées, par exemple, la communauté juive. Donc, on a parlé avec les gens de chez CJA.",non,,,,,non,non,
202003301q,2020-03-30,258,"Est-ce que vous allez répéter l'expérience ou avez-vous songé à de nouvelles stratégies? M. Legault : Bien, d'abord, il y a des consignes qui sont données dans plusieurs langues à Montréal. Bon, on sait qu'il y a certaines communautés qui sont plus touchées, par exemple, la communauté juive. Donc, on a parlé avec les gens de chez CJA. Le directeur de la santé publique a une rencontre aujourd'hui, le directeur de la santé publique des Laurentides, avec la communauté juive orthodoxe de Boisbriand.",non,,,,,non,non,
202003301q,2020-03-30,259,"M. Legault : Bien, d'abord, il y a des consignes qui sont données dans plusieurs langues à Montréal. Bon, on sait qu'il y a certaines communautés qui sont plus touchées, par exemple, la communauté juive. Donc, on a parlé avec les gens de chez CJA. Le directeur de la santé publique a une rencontre aujourd'hui, le directeur de la santé publique des Laurentides, avec la communauté juive orthodoxe de Boisbriand. Donc, on essaie, cas par cas, quand il y a des situations, que ce soit à Côte-Saint-Luc, que ce soit à Boisbriand, d'intervenir puis de mettre en place rapidement toutes les mesures avec l'appui de la communauté.",non,,,,,non,non,
202003301q,2020-03-30,260,"Bon, on sait qu'il y a certaines communautés qui sont plus touchées, par exemple, la communauté juive. Donc, on a parlé avec les gens de chez CJA. Le directeur de la santé publique a une rencontre aujourd'hui, le directeur de la santé publique des Laurentides, avec la communauté juive orthodoxe de Boisbriand. Donc, on essaie, cas par cas, quand il y a des situations, que ce soit à Côte-Saint-Luc, que ce soit à Boisbriand, d'intervenir puis de mettre en place rapidement toutes les mesures avec l'appui de la communauté. Jusqu'à maintenant, ça se passe très bien.",non,,,,,non,non,
202003301q,2020-03-30,261,"Donc, on a parlé avec les gens de chez CJA. Le directeur de la santé publique a une rencontre aujourd'hui, le directeur de la santé publique des Laurentides, avec la communauté juive orthodoxe de Boisbriand. Donc, on essaie, cas par cas, quand il y a des situations, que ce soit à Côte-Saint-Luc, que ce soit à Boisbriand, d'intervenir puis de mettre en place rapidement toutes les mesures avec l'appui de la communauté. Jusqu'à maintenant, ça se passe très bien. Le Modérateur : Hugo Lavallée, Radio-Canada.",non,,,,,non,non,
202003301q,2020-03-30,262,"Le directeur de la santé publique a une rencontre aujourd'hui, le directeur de la santé publique des Laurentides, avec la communauté juive orthodoxe de Boisbriand. Donc, on essaie, cas par cas, quand il y a des situations, que ce soit à Côte-Saint-Luc, que ce soit à Boisbriand, d'intervenir puis de mettre en place rapidement toutes les mesures avec l'appui de la communauté. Jusqu'à maintenant, ça se passe très bien. Le Modérateur : Hugo Lavallée, Radio-Canada. Lavallée (Hugo) : Oui, bonjour.",non,,,,,non,non,
202003301q,2020-03-30,263,"Donc, on essaie, cas par cas, quand il y a des situations, que ce soit à Côte-Saint-Luc, que ce soit à Boisbriand, d'intervenir puis de mettre en place rapidement toutes les mesures avec l'appui de la communauté. Jusqu'à maintenant, ça se passe très bien. Le Modérateur : Hugo Lavallée, Radio-Canada. Lavallée (Hugo) : Oui, bonjour. le premier ministre, il y a plusieurs des mesures que vous avez annoncées ou que le gouvernement fédéral a annoncées pour lesquelles on s'approche du délai de 12 à 14 jours qui avait été évoqué pour voir les fruits de ces mesures-là.",non,,,,,non,non,
202003301q,2020-03-30,264,"Jusqu'à maintenant, ça se passe très bien. Le Modérateur : Hugo Lavallée, Radio-Canada. Lavallée (Hugo) : Oui, bonjour. le premier ministre, il y a plusieurs des mesures que vous avez annoncées ou que le gouvernement fédéral a annoncées pour lesquelles on s'approche du délai de 12 à 14 jours qui avait été évoqué pour voir les fruits de ces mesures-là. On pense, par exemple, à la fermeture des écoles, fermeture des infrastructures municipales, fermeture des frontières, des centres d'achats.",non,,,,,non,non,
202003301q,2020-03-30,265,"Le Modérateur : Hugo Lavallée, Radio-Canada. Lavallée (Hugo) : Oui, bonjour. le premier ministre, il y a plusieurs des mesures que vous avez annoncées ou que le gouvernement fédéral a annoncées pour lesquelles on s'approche du délai de 12 à 14 jours qui avait été évoqué pour voir les fruits de ces mesures-là. On pense, par exemple, à la fermeture des écoles, fermeture des infrastructures municipales, fermeture des frontières, des centres d'achats. Un peu plus tard cette semaine, aussi, on atteindra ce délai-là.",non,,,,,non,non,
202003301q,2020-03-30,266,"Lavallée (Hugo) : Oui, bonjour. le premier ministre, il y a plusieurs des mesures que vous avez annoncées ou que le gouvernement fédéral a annoncées pour lesquelles on s'approche du délai de 12 à 14 jours qui avait été évoqué pour voir les fruits de ces mesures-là. On pense, par exemple, à la fermeture des écoles, fermeture des infrastructures municipales, fermeture des frontières, des centres d'achats. Un peu plus tard cette semaine, aussi, on atteindra ce délai-là. Donc, est-ce qu'on doit comprendre que l'heure de vérité est arrivée, que c'est cette semaine qu'on va être en mesure de déterminer si ces mesures-là sont ou pas efficaces?",non,,,,,non,oui,
202003301q,2020-03-30,267,"le premier ministre, il y a plusieurs des mesures que vous avez annoncées ou que le gouvernement fédéral a annoncées pour lesquelles on s'approche du délai de 12 à 14 jours qui avait été évoqué pour voir les fruits de ces mesures-là. On pense, par exemple, à la fermeture des écoles, fermeture des infrastructures municipales, fermeture des frontières, des centres d'achats. Un peu plus tard cette semaine, aussi, on atteindra ce délai-là. Donc, est-ce qu'on doit comprendre que l'heure de vérité est arrivée, que c'est cette semaine qu'on va être en mesure de déterminer si ces mesures-là sont ou pas efficaces? M. Arruda (Horacio) : Bien, l'heure de vérité est à chaque jour, si vous le permettez.",non,,,,,non,non,
202003301q,2020-03-30,268,"On pense, par exemple, à la fermeture des écoles, fermeture des infrastructures municipales, fermeture des frontières, des centres d'achats. Un peu plus tard cette semaine, aussi, on atteindra ce délai-là. Donc, est-ce qu'on doit comprendre que l'heure de vérité est arrivée, que c'est cette semaine qu'on va être en mesure de déterminer si ces mesures-là sont ou pas efficaces? M. Arruda (Horacio) : Bien, l'heure de vérité est à chaque jour, si vous le permettez. Actuellement, le taux de croissance de nos cas n'est pas, même s'il est important.",non,,,,,non,non,
202003301q,2020-03-30,269,"Un peu plus tard cette semaine, aussi, on atteindra ce délai-là. Donc, est-ce qu'on doit comprendre que l'heure de vérité est arrivée, que c'est cette semaine qu'on va être en mesure de déterminer si ces mesures-là sont ou pas efficaces? M. Arruda (Horacio) : Bien, l'heure de vérité est à chaque jour, si vous le permettez. Actuellement, le taux de croissance de nos cas n'est pas, même s'il est important. puis il faut comprendre qu'actuellement il y a du «backlog» de tests.",oui,sciences naturelles,"na. il n'y a pas de source specifique mentionnee dans cet extrait de conference de presse concernant la pandemie de covid-19. le porte-parole mentionne est horacio arruda, qui est le directeur national de sante publique du quebec. cependant, aucune preuve ou source scientifique n'est citee dans cet extrait pour etayer les declarations faites.",suppression,négatif,non,oui,NA
202003301q,2020-03-30,270,"Donc, est-ce qu'on doit comprendre que l'heure de vérité est arrivée, que c'est cette semaine qu'on va être en mesure de déterminer si ces mesures-là sont ou pas efficaces? M. Arruda (Horacio) : Bien, l'heure de vérité est à chaque jour, si vous le permettez. Actuellement, le taux de croissance de nos cas n'est pas, même s'il est important. puis il faut comprendre qu'actuellement il y a du «backlog» de tests. Il y a des gens qui ont été testés il y a quelques jours, qui auraient dû être comptés il y a quelques jours, mais qui sont comptés une seule journée, puis on va finir par rééquilibrer, en fin de compte, la quantité de tests, le besoin et puis le résultat d'analyses pour qu'on en ait au maximum.",oui,sciences naturelles,"na. il n'y a pas de source specifique mentionnee dans cet extrait de conference de presse concernant la covid-19. le porte-parole m. arruda (horacio) discute de l'evolution actuelle des cas et du processus de tests en cours, mais ne cite aucune organisation, institution ou expert particulier.",mitigation,négatif,non,non,NA
202003301q,2020-03-30,271,"M. Arruda (Horacio) : Bien, l'heure de vérité est à chaque jour, si vous le permettez. Actuellement, le taux de croissance de nos cas n'est pas, même s'il est important. puis il faut comprendre qu'actuellement il y a du «backlog» de tests. Il y a des gens qui ont été testés il y a quelques jours, qui auraient dû être comptés il y a quelques jours, mais qui sont comptés une seule journée, puis on va finir par rééquilibrer, en fin de compte, la quantité de tests, le besoin et puis le résultat d'analyses pour qu'on en ait au maximum. On est même à évaluer des nouveaux tests pour lesquels on pourrait avoir la réponse sur-le-champ.",non,,,,,non,non,
202003301q,2020-03-30,272,"Actuellement, le taux de croissance de nos cas n'est pas, même s'il est important. puis il faut comprendre qu'actuellement il y a du «backlog» de tests. Il y a des gens qui ont été testés il y a quelques jours, qui auraient dû être comptés il y a quelques jours, mais qui sont comptés une seule journée, puis on va finir par rééquilibrer, en fin de compte, la quantité de tests, le besoin et puis le résultat d'analyses pour qu'on en ait au maximum. On est même à évaluer des nouveaux tests pour lesquels on pourrait avoir la réponse sur-le-champ. Donc, vous comprendrez que c'est une situation très, très évolutive.",non,,,,,non,non,
202003301q,2020-03-30,273,"puis il faut comprendre qu'actuellement il y a du «backlog» de tests. Il y a des gens qui ont été testés il y a quelques jours, qui auraient dû être comptés il y a quelques jours, mais qui sont comptés une seule journée, puis on va finir par rééquilibrer, en fin de compte, la quantité de tests, le besoin et puis le résultat d'analyses pour qu'on en ait au maximum. On est même à évaluer des nouveaux tests pour lesquels on pourrait avoir la réponse sur-le-champ. Donc, vous comprendrez que c'est une situation très, très évolutive. Ce que je peux vous dire, c'est qu'on ajoute des mesures aussi, hein?",non,,,,,non,non,
202003301q,2020-03-30,274,"Il y a des gens qui ont été testés il y a quelques jours, qui auraient dû être comptés il y a quelques jours, mais qui sont comptés une seule journée, puis on va finir par rééquilibrer, en fin de compte, la quantité de tests, le besoin et puis le résultat d'analyses pour qu'on en ait au maximum. On est même à évaluer des nouveaux tests pour lesquels on pourrait avoir la réponse sur-le-champ. Donc, vous comprendrez que c'est une situation très, très évolutive. Ce que je peux vous dire, c'est qu'on ajoute des mesures aussi, hein? On a parlé de ça au tout début, les premières mesures qu'on a prises, à 12 jours, elles ont probablement, dans ma.",non,,,,,non,non,
202003301q,2020-03-30,275,"On est même à évaluer des nouveaux tests pour lesquels on pourrait avoir la réponse sur-le-champ. Donc, vous comprendrez que c'est une situation très, très évolutive. Ce que je peux vous dire, c'est qu'on ajoute des mesures aussi, hein? On a parlé de ça au tout début, les premières mesures qu'on a prises, à 12 jours, elles ont probablement, dans ma. puis ça, on verra en rétrospective, elles ont probablement adouci déjà la montée.",non,,,,,non,non,
202003301q,2020-03-30,276,"Donc, vous comprendrez que c'est une situation très, très évolutive. Ce que je peux vous dire, c'est qu'on ajoute des mesures aussi, hein? On a parlé de ça au tout début, les premières mesures qu'on a prises, à 12 jours, elles ont probablement, dans ma. puis ça, on verra en rétrospective, elles ont probablement adouci déjà la montée. Elles n'ont pas empêché la transmission communautaire dans certaines régions, comme, par exemple, dans la région autour des zones chaudes de Montréal, mais on a ajouté des mesures aussi maintenant.",non,,,,,non,non,
202003301q,2020-03-30,277,"Ce que je peux vous dire, c'est qu'on ajoute des mesures aussi, hein? On a parlé de ça au tout début, les premières mesures qu'on a prises, à 12 jours, elles ont probablement, dans ma. puis ça, on verra en rétrospective, elles ont probablement adouci déjà la montée. Elles n'ont pas empêché la transmission communautaire dans certaines régions, comme, par exemple, dans la région autour des zones chaudes de Montréal, mais on a ajouté des mesures aussi maintenant. Pour protéger l'Est-du-Québec et le Nord, on a mis des contraintes plus grandes pour les déplacements.",non,,,,,non,non,
202003301q,2020-03-30,278,"On a parlé de ça au tout début, les premières mesures qu'on a prises, à 12 jours, elles ont probablement, dans ma. puis ça, on verra en rétrospective, elles ont probablement adouci déjà la montée. Elles n'ont pas empêché la transmission communautaire dans certaines régions, comme, par exemple, dans la région autour des zones chaudes de Montréal, mais on a ajouté des mesures aussi maintenant. Pour protéger l'Est-du-Québec et le Nord, on a mis des contraintes plus grandes pour les déplacements. C'est toutes des mesures qui s'additionnent et qui se complètent et c'est très difficile de faire la relation entre une mesure placée, il y a trois semaines ou quatre semaines, puis l'effet.",non,,,,,non,non,
202003301q,2020-03-30,279,"puis ça, on verra en rétrospective, elles ont probablement adouci déjà la montée. Elles n'ont pas empêché la transmission communautaire dans certaines régions, comme, par exemple, dans la région autour des zones chaudes de Montréal, mais on a ajouté des mesures aussi maintenant. Pour protéger l'Est-du-Québec et le Nord, on a mis des contraintes plus grandes pour les déplacements. C'est toutes des mesures qui s'additionnent et qui se complètent et c'est très difficile de faire la relation entre une mesure placée, il y a trois semaines ou quatre semaines, puis l'effet. Sauf que ce qu'on observe, c'est que la croissance.",non,,,,,non,non,
202003301q,2020-03-30,280,"Elles n'ont pas empêché la transmission communautaire dans certaines régions, comme, par exemple, dans la région autour des zones chaudes de Montréal, mais on a ajouté des mesures aussi maintenant. Pour protéger l'Est-du-Québec et le Nord, on a mis des contraintes plus grandes pour les déplacements. C'est toutes des mesures qui s'additionnent et qui se complètent et c'est très difficile de faire la relation entre une mesure placée, il y a trois semaines ou quatre semaines, puis l'effet. Sauf que ce qu'on observe, c'est que la croissance. puis ça, là, on peut étaler une courbe en changeant l'axe des x, puis là il va y avoir un briefing technique tantôt, mais la croissance exponentielle.",non,,,,,non,non,
202003301q,2020-03-30,281,"Pour protéger l'Est-du-Québec et le Nord, on a mis des contraintes plus grandes pour les déplacements. C'est toutes des mesures qui s'additionnent et qui se complètent et c'est très difficile de faire la relation entre une mesure placée, il y a trois semaines ou quatre semaines, puis l'effet. Sauf que ce qu'on observe, c'est que la croissance. puis ça, là, on peut étaler une courbe en changeant l'axe des x, puis là il va y avoir un briefing technique tantôt, mais la croissance exponentielle. actuellement, on n'est pas dans une augmentation exponentielle de cas, on est dans une augmentation qui est normale et attendue.",non,,,,,non,non,
202003301q,2020-03-30,282,"C'est toutes des mesures qui s'additionnent et qui se complètent et c'est très difficile de faire la relation entre une mesure placée, il y a trois semaines ou quatre semaines, puis l'effet. Sauf que ce qu'on observe, c'est que la croissance. puis ça, là, on peut étaler une courbe en changeant l'axe des x, puis là il va y avoir un briefing technique tantôt, mais la croissance exponentielle. actuellement, on n'est pas dans une augmentation exponentielle de cas, on est dans une augmentation qui est normale et attendue. Parce que vous comprendrez que, si on veut avoir une courbe, il faut que ça monte puis, à un moment donné, il faut que ça atteigne un plateau.",non,,,,,non,non,
202003301q,2020-03-30,283,"Sauf que ce qu'on observe, c'est que la croissance. puis ça, là, on peut étaler une courbe en changeant l'axe des x, puis là il va y avoir un briefing technique tantôt, mais la croissance exponentielle. actuellement, on n'est pas dans une augmentation exponentielle de cas, on est dans une augmentation qui est normale et attendue. Parce que vous comprendrez que, si on veut avoir une courbe, il faut que ça monte puis, à un moment donné, il faut que ça atteigne un plateau. Ça fait que c'est normal que ça monte, mais c'est la vitesse à laquelle ça monte.",non,,,,,non,non,
202003301q,2020-03-30,284,"puis ça, là, on peut étaler une courbe en changeant l'axe des x, puis là il va y avoir un briefing technique tantôt, mais la croissance exponentielle. actuellement, on n'est pas dans une augmentation exponentielle de cas, on est dans une augmentation qui est normale et attendue. Parce que vous comprendrez que, si on veut avoir une courbe, il faut que ça monte puis, à un moment donné, il faut que ça atteigne un plateau. Ça fait que c'est normal que ça monte, mais c'est la vitesse à laquelle ça monte. Et vous vous rappelez la raison pour laquelle on fait ça, c'est pour aplanir la courbe, pour éviter qu'il y ait trop de monde qui viennent surcharger notre système de santé et de soins, et occuper nos lits de soins intensifs, puis de baisser notre capacité de traiter, et être obligés de choisir entre les personnes, d'où l'importance que les Québécois écoutent les consignes de santé publique.",non,,,,,non,non,
202003301q,2020-03-30,285,"actuellement, on n'est pas dans une augmentation exponentielle de cas, on est dans une augmentation qui est normale et attendue. Parce que vous comprendrez que, si on veut avoir une courbe, il faut que ça monte puis, à un moment donné, il faut que ça atteigne un plateau. Ça fait que c'est normal que ça monte, mais c'est la vitesse à laquelle ça monte. Et vous vous rappelez la raison pour laquelle on fait ça, c'est pour aplanir la courbe, pour éviter qu'il y ait trop de monde qui viennent surcharger notre système de santé et de soins, et occuper nos lits de soins intensifs, puis de baisser notre capacité de traiter, et être obligés de choisir entre les personnes, d'où l'importance que les Québécois écoutent les consignes de santé publique. C'est ce que la majorité des gens font, mais maintenant, il faut le faire au maximum, si on veut récolter les fruits de ces actions.",non,,,,,non,non,
202003301q,2020-03-30,286,"Parce que vous comprendrez que, si on veut avoir une courbe, il faut que ça monte puis, à un moment donné, il faut que ça atteigne un plateau. Ça fait que c'est normal que ça monte, mais c'est la vitesse à laquelle ça monte. Et vous vous rappelez la raison pour laquelle on fait ça, c'est pour aplanir la courbe, pour éviter qu'il y ait trop de monde qui viennent surcharger notre système de santé et de soins, et occuper nos lits de soins intensifs, puis de baisser notre capacité de traiter, et être obligés de choisir entre les personnes, d'où l'importance que les Québécois écoutent les consignes de santé publique. C'est ce que la majorité des gens font, mais maintenant, il faut le faire au maximum, si on veut récolter les fruits de ces actions. Lavallée (Hugo) : J'aimerais avoir des précisions concernant les hospitalisations.",non,,,,,non,non,
202003301q,2020-03-30,287,"Ça fait que c'est normal que ça monte, mais c'est la vitesse à laquelle ça monte. Et vous vous rappelez la raison pour laquelle on fait ça, c'est pour aplanir la courbe, pour éviter qu'il y ait trop de monde qui viennent surcharger notre système de santé et de soins, et occuper nos lits de soins intensifs, puis de baisser notre capacité de traiter, et être obligés de choisir entre les personnes, d'où l'importance que les Québécois écoutent les consignes de santé publique. C'est ce que la majorité des gens font, mais maintenant, il faut le faire au maximum, si on veut récolter les fruits de ces actions. Lavallée (Hugo) : J'aimerais avoir des précisions concernant les hospitalisations. Donc, chaque jour, vous nous donnez le nombre de personnes qui sont hospitalisées et en soins intensifs, mais est-ce que vous avez des données sur le nombre de personnes qui ont été hospitalisées et qui ont obtenu leur congé ou sur la durée moyenne du séjour en milieu hospitalier?",non,,,,,non,oui,
202003301q,2020-03-30,288,"Et vous vous rappelez la raison pour laquelle on fait ça, c'est pour aplanir la courbe, pour éviter qu'il y ait trop de monde qui viennent surcharger notre système de santé et de soins, et occuper nos lits de soins intensifs, puis de baisser notre capacité de traiter, et être obligés de choisir entre les personnes, d'où l'importance que les Québécois écoutent les consignes de santé publique. C'est ce que la majorité des gens font, mais maintenant, il faut le faire au maximum, si on veut récolter les fruits de ces actions. Lavallée (Hugo) : J'aimerais avoir des précisions concernant les hospitalisations. Donc, chaque jour, vous nous donnez le nombre de personnes qui sont hospitalisées et en soins intensifs, mais est-ce que vous avez des données sur le nombre de personnes qui ont été hospitalisées et qui ont obtenu leur congé ou sur la durée moyenne du séjour en milieu hospitalier? Et, si on calcule rapidement, là, le taux d'hospitalisation est à peu près de 7 %, là, si je fais le calcul.",non,,,,,non,non,
202003301q,2020-03-30,289,"C'est ce que la majorité des gens font, mais maintenant, il faut le faire au maximum, si on veut récolter les fruits de ces actions. Lavallée (Hugo) : J'aimerais avoir des précisions concernant les hospitalisations. Donc, chaque jour, vous nous donnez le nombre de personnes qui sont hospitalisées et en soins intensifs, mais est-ce que vous avez des données sur le nombre de personnes qui ont été hospitalisées et qui ont obtenu leur congé ou sur la durée moyenne du séjour en milieu hospitalier? Et, si on calcule rapidement, là, le taux d'hospitalisation est à peu près de 7 %, là, si je fais le calcul. Est-ce que c'est conforme à vos projections?",non,,,,,non,oui,
